measure,correet_label,predicted_label,message
TP,ham,ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
TP,ham,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
TP,ham,ham,Well. You know what i mean. Texting
TP,ham,ham,Hi dis is yijue i would be happy to work wif Ã_ all for gek1510...
TP,ham,ham,Lol! Oops sorry! Have fun. 
TP,ham,ham,Wat happened to the cruise thing
TP,ham,ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
FN,spam,spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
TP,ham,ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
FN,spam,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
TP,ham,ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
TP,ham,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
TP,ham,ham,When/where do I pick you up
TP,ham,ham,As usual u can call me ard 10 smth.
TP,ham,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
TP,ham,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
TP,ham,ham,Poor girl can't go one day lmao
TP,ham,ham,Or just do that 6times
FN,spam,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a Ã¥Â£350 award. If your number matches call 09064019014 to receive your Ã¥Â£350 award.
TP,ham,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
TP,ham,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
TP,ham,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
TP,ham,ham,Its worse if if uses half way then stops. Its better for him to complete it.
TP,ham,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
TP,ham,ham,Send me the new number
TP,ham,ham,Convey my regards to him
FN,spam,spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
TP,ham,ham,2 and half years i missed your friendship:-)
TP,ham,ham,I cant pick the phone right now. Pls send a message
TP,ham,ham,Oh for fuck's sake she's in like tallahassee
TP,ham,ham,"Haha, that was the first person I was gonna ask"
FN,spam,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
TP,ham,ham,Taka lor. Wat time u wan 2 come n look 4 us?
FN,spam,spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
TP,ham,ham,"\I;m reaching in another 2 stops.\"""""
TP,ham,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
FN,spam,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
TP,ham,ham,Will you come online today night
TP,ham,ham,Then anything special?
TP,ham,ham,"I'm in solihull, | do you want anything?"
TP,ham,ham,Will do. Have a good day
TP,ham,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
TP,ham,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
TP,ham,ham,I am on the way to tirupur.
FN,spam,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
TP,ham,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
TP,ham,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
TP,ham,ham,"Just dropped em off, omw back now"
FN,spam,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
TP,ham,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
TP,ham,ham,Re your call; You didn't see my facebook huh?
TP,ham,ham,"G says you never answer your texts, confirm/deny"
TP,ham,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
TP,ham,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
TP,ham,ham,Oh yah... We never cancel leh... Haha 
TP,ham,ham,We can go 4 e normal pilates after our intro...  
TP,ham,ham,Ok... Let u noe when i leave my house.
TP,ham,ham,"Oh yes, why is it like torture watching england?"
TP,ham,ham,Wanna do some art?! :D
TP,ham,ham,Just hopeing that wasnÂÃÃ·t too pissed up to remember and has gone off to his sisters or something!
FN,spam,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
FN,spam,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
TP,ham,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
TP,ham,ham,Match started.india  &lt;#&gt;  for 2
TP,ham,ham,Once free call me sir.
TP,ham,ham,Hey do you want anything to buy:)
TP,ham,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
TP,ham,ham,K..k.:)congratulation ..
TP,ham,ham,G wants to know where the fuck you are
TP,ham,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
TP,ham,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
TP,ham,ham,ÃÃ go home liao? Ask dad to pick me up at 6...
TP,ham,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
TP,ham,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
FP,ham,spam,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
TP,ham,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
TP,ham,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
TP,ham,ham,I'm already back home so no probably not
FN,spam,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed Ã¥Â£1000 CASH or Ã¥Â£2000 gift. Speak to a live operator NOW!
TN,spam,ham,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
TP,ham,ham,I am in bus on the way to calicut
TP,ham,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
TP,ham,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
FN,spam,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
TP,ham,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
TP,ham,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
TP,ham,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
TP,ham,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
TP,ham,ham,I'm vivek:)i got call from your number.
TP,ham,ham,Why didn't u call on your lunch?
TP,ham,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
TP,ham,ham,I want  &lt;#&gt;  rs da:)do you have it?
TP,ham,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
TP,ham,ham,Yup ok...
TP,ham,ham,I want to see your pretty pussy...
FN,spam,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
TP,ham,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
FN,spam,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
FN,spam,spam,You can donate Ã¥Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Ã¥Â£2.50 will be added to your next bill
TP,ham,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
TP,ham,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
TP,ham,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
TP,ham,ham,Hey come online! Use msn... We are all there
TP,ham,ham,I'm fine. Hope you are good. Do take care.
TP,ham,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
TP,ham,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
TP,ham,ham,Yar... I tot u knew dis would happen long ago already.
TP,ham,ham,You are gorgeous! keep those pix cumming :) thank you!
TP,ham,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
TP,ham,ham,JADE ITS PAUL. Y DIDNÃ¥ÃT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
TP,ham,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
TP,ham,ham,So what u doing today?
TP,ham,ham,I said its okay. Sorry
TP,ham,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
TP,ham,ham,Networking job is there.
FN,spam,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
TP,ham,ham,Dont let studying stress you out. L8r.
TP,ham,ham,That's y u haf 2 keep me busy...
TP,ham,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
TP,ham,ham,Which channel:-):-):):-).
TP,ham,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
FN,spam,spam,Phony Ã¥Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Ã¥Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
TP,ham,ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÂÃÃ·s still okday?! Good to see you! :-xx"
TP,ham,ham,I'm hungry buy smth home...
TP,ham,ham,\HEY KATE
TP,ham,ham,My drive can only be read. I need to write
TP,ham,ham,"Just looked it up and addie goes back Monday, sucks to be her"
TP,ham,ham,Happy new year. Hope you are having a good semester
TP,ham,ham,Esplanade lor. Where else...
TP,ham,ham,Can you talk with me..
TP,ham,ham,"Hmph. Go head, big baller."
TP,ham,ham,Well its not like you actually called someone a punto. That woulda been worse.
TP,ham,ham,"Nope. Since ayo travelled, he has forgotten his guy"
TP,ham,ham,You still around? Looking to pick up later
FN,spam,spam,CDs 4u: Congratulations ur awarded Ã¥Â£500 of CD gift vouchers or Ã¥Â£125 gift guaranteed & Freeentry 2 Ã¥Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
TP,ham,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
TP,ham,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
TP,ham,ham,ILL B DOWN SOON
TP,ham,ham,Oh k. . I will come tomorrow
TP,ham,ham,Go fool dont cheat others ok
FP,ham,spam,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
TP,ham,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
FN,spam,spam,You have WON a guaranteed Ã¥Â£1000 cash or a Ã¥Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
TP,ham,ham,U attend ur driving lesson how many times a wk n which day?
TP,ham,ham,"Uncle G, just checking up on you. Do have a rewarding month"
TP,ham,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
TP,ham,ham,I think the other two still need to get cash but we can def be ready by 9
TP,ham,ham,Hey gals...U all wanna meet 4 dinner at nÃÃte? 
FN,spam,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
TP,ham,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
TP,ham,ham,Great! How is the office today?
TP,ham,ham,"It's cool, we can last a little while. Getting more any time soon?"
TP,ham,ham,:-( sad puppy noise
TP,ham,ham,Yes its possible but dint try. Pls dont tell to any one k
TP,ham,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
TP,ham,ham,Where you. What happen
TP,ham,ham,I was gonna ask you lol but i think its at 7
FN,spam,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
FN,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
TP,ham,ham,Go chase after her and run her over while she's crossing the street
FN,spam,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
TP,ham,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
TP,ham,ham,Hey... Very inconvenient for your sis a not huh?
TP,ham,ham,Ok i vl..do u know i got adsense approved..
TP,ham,ham,"* Was really good to see you the other day dudette, been missing you!"
TP,ham,ham,I want to go to perumbavoor
TP,ham,ham,How many times i told in the stage all use to laugh. You not listen aha.
TN,spam,ham,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
TP,ham,ham,(You didn't hear it from me)
TP,ham,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
TP,ham,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
FN,spam,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
TP,ham,ham,She ran off with a younger man. we will make pretty babies together :)
FN,spam,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
TP,ham,ham,O ic lol. Should play 9 doors sometime yo
TP,ham,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
FP,ham,spam,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
TP,ham,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
TP,ham,ham,Hmmm.still we dont have opener?
TP,ham,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
TP,ham,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
TP,ham,ham,I will vote for wherever my heart guides me
TP,ham,ham,With my sis lor... We juz watched italian job.
TP,ham,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
TP,ham,ham,Lmao you know me so well...
FN,spam,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
TP,ham,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
TP,ham,ham,Goodnight da thangam I really miss u dear.
TP,ham,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
TP,ham,ham,"Geeeee ... Your internet is really bad today, eh ?"
FN,spam,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
TP,ham,ham,I think i am disturbing her da
TP,ham,ham,"Sorry, I'll call you  later. I am in meeting sir."
TP,ham,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
TP,ham,ham,Ok i also wan 2 watch e 9 pm show...
TP,ham,ham,I dunno lei... Like dun haf...
TP,ham,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
TP,ham,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
FN,spam,spam,83039 62735=Ã¥Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
TP,ham,ham,Talk to g and x about that
TP,ham,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
FN,spam,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
TP,ham,ham,As in different styles?
FN,spam,spam,WIN a Ã¥Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Ã¥Â£1.50perweeksub.
TP,ham,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
TP,ham,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
FN,spam,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either Ã¥Â£1000 cash or Ã¥Â£200 prize. Just call 09066361921"
TP,ham,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
TP,ham,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
FN,spam,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
TP,ham,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
TP,ham,ham,\Keep ur problems in ur heart
TP,ham,ham,"Yeah, give me a call if you've got a minute"
FP,ham,spam,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Ã¥Ã FUCKINNICE!SELFISH
TP,ham,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
TP,ham,ham,Aiya we discuss later lar... Pick Ã_ up at 4 is it?
TP,ham,ham,Hey happy birthday...
TP,ham,ham,Sorry i missed your call. Can you please call back.
TP,ham,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
TP,ham,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
TP,ham,ham,I wont do anything de.
TP,ham,ham,What type of stuff do you sing?
FP,ham,spam,"St andre, virgil's cream"
TP,ham,ham,No no. I will check all rooms befor activities
TP,ham,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
TP,ham,ham,Gokila is talking with you aha:)
FP,ham,spam,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
TP,ham,ham,K.k.this month kotees birthday know?
TP,ham,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
TP,ham,ham,Sorry about that this is my mates phone and i didnt write it love Kate
FN,spam,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
TP,ham,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
TP,ham,ham,"Aight, call me once you're close"
TP,ham,ham,Nope thats fine. I might have a nap tho! 
FN,spam,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
TP,ham,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
TP,ham,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
TP,ham,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
TP,ham,ham,Ding me on ya break fassyole! Blacko from londn
TP,ham,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
TP,ham,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
TP,ham,ham,Oh you got many responsibilities.
FN,spam,spam,You have 1 new message. Please call 08715205273
TP,ham,ham,I've reached sch already...
FN,spam,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
TP,ham,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
TP,ham,ham,Argh why the fuck is nobody in town ;_;
FN,spam,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
TP,ham,ham,Thanks. Fills me with complete calm and reassurance! 
FP,ham,spam,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
TP,ham,ham,Are you driving or training?
TP,ham,ham,Lol for real. She told my dad I have cancer
FN,spam,spam,PRIVATE! Your 2003 Account Statement for 078
TP,ham,ham,"Oops I did have it,  &lt;#&gt; ?"
TP,ham,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
TP,ham,ham,"Hi Chikku, send some nice msgs"
TP,ham,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
TP,ham,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
TP,ham,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
TP,ham,ham,Cuz ibored. And don wanna study
TP,ham,ham,Wot about on wed nite I am 3 then but only til 9!
TP,ham,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
TP,ham,ham,Any way where are you and what doing.
TP,ham,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
TP,ham,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
TP,ham,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
TP,ham,ham,Sday only joined.so training we started today:)
TP,ham,ham,Sorry * was at the grocers.
TP,ham,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
FN,spam,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins"
TP,ham,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
TP,ham,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
TP,ham,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
FN,spam,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
TP,ham,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
TP,ham,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
TP,ham,ham,I'm in office now da:)where are you?
TP,ham,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
TP,ham,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
FN,spam,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Ã¥Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
TP,ham,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
TP,ham,ham,Pls call me da. What happen.
TP,ham,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
TP,ham,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
TP,ham,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
TP,ham,ham,Haven't left yet so probably gonna be here til dinner
TP,ham,ham,"Like  &lt;#&gt; , same question"
TP,ham,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
TP,ham,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
TP,ham,ham,K k:) sms chat with me.
TP,ham,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
TP,ham,ham,No but the bluray player can
TP,ham,ham,Ok... Then r we meeting later?
TP,ham,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
TP,ham,ham,Just send a text. We'll skype later.
TP,ham,ham,Ok leave no need to ask
FN,spam,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
TP,ham,ham,ÃÃ still got lessons?  ÃÃ in sch?
TP,ham,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
TP,ham,ham,Oh did you charge camera
TP,ham,ham,"IÂÃÃ·ve got some salt, you can rub it in my open wounds if you like!"
TP,ham,ham,Now i'm going for lunch.
TP,ham,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã_ r done.
TP,ham,ham,Oh k. . I will come tomorrow
TP,ham,ham,"Aight, text me tonight and we'll see what's up"
TP,ham,ham,U 2.
TP,ham,ham,Water logging in desert. Geoenvironmental implications.
TP,ham,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
